10709;12392;14908;17787;19845;21084;21263;23896;26475;26570;27417;28596;30120;29919;31122;32533;32789;31339;30058;33507;35143;32957;33517;34057;35018;33300;34110;34516;34008
20764;23266;26067;27479;30147;29769;31842;32125;32898;32422;31315;30266;34308;32838;33617;29112;33864;33099;33419;33334;29616;32855;34082;33516;34277;33505;34398;33677;34073
25611;24571;29089;28868;30944;32012;32490;32221;33583;32362;33160;32864;33946;34095;33989;33279;34831;33382;28822;29522;30338;29512;30428;31744;30910;32224;31757;31551;31442
28634;30634;30760;31897;33332;33149;33065;32103;33056;33339;33483;33179;33735;32414;32302;32687;33049;32479;33793;33309;33464;33076;33568;32992;17564;19219;24287;33244;28466
30494;29472;31358;32229;32760;31603;30995;30801;34263;30866;31254;31197;31282;32420;32591;32520;32783;31570;32758;33160;33391;33121;33273;33439;33908;33003;33209;32886;32634
30774;31465;33137;32245;33174;32982;34098;30713;32086;32207;32882;32762;32503;33074;33091;32447;33038;32289;33065;32762;32750;32782;32857;32556;32665;32920;33173;32398;32246
32468;32566;32399;32164;33489;33744;31574;32588;32710;32420;32849;32394;32599;33357;15906;18496;32412;32373;32503;32388;32506;31432;32889;30468;33219;31631;30295;31991;32059
32372;32488;31829;31058;34033;31529;31049;32616;32787;32264;32105;32485;32829;33187;32862;33179;33064;32830;32700;32501;32834;32780;32403;32649;32474;32171;32389;32445;31927
